fruns,last_avail_year,brand_name,brand_name_sanitized,franchisor,franchisor_sanitized,naics_code,naics_description
10902,2014,SquareTwo Financial,squaretwo financial,SquareTwo Financial Corp.,squaretwo financial,561499,All Other Business Support Services
13608,2010,SQUEALERS,squealers,"Top-Notch Restaurants, LLC",top notch restaurants,722511,Full-Service Restaurants
13609,2023,Squeegee Squad,squeegee squad,"Jack & Joe's Franchising, Inc.",jack joes,561720,Janitorial Services
15638,2006,Squeeze Fresh Juice Bar,squeeze fresh juice bar,Squeeze Franchising Corp.,squeeze,722513,Limited-Service Restaurants
15537,2022,Squeeze In,squeeze in,"Squeeze In Franchising, LLC",squeeze in,722511,Full-Service Restaurants
17886,2023,Squeeze Massage,squeeze massage,Squeeze Franchising LLC,squeeze,812199,Other Personal Care Services
14446,2023,Squisito Pizza and Pasta,squisito pizza pasta,"Squisito Franchise Enterprises, Inc.",squisito franchise enterprises,722511,Full-Service Restaurants
18600,2022,Sr. Ozzy's Tacos y Mariscos,sr ozzys tacos y mariscos,Sr Ozzy's Franchising LLC,sr ozzys,722513,Limited-Service Restaurants
17920,2018,Sriracha House,sriracha house,"Sriracha House Franchising, LLC",sriracha house,722513,Limited-Service Restaurants
18733,2022,Srishti Discover India,srishti discover india,Srishti Franchise LLC,srishti,448190,Other Clothing Stores
16279,2015,St. Charles Vision Contact Lens Specialists,st charles vision contact lens specialists,"St. Charles Vision Contact Lens Specialists, Inc.",st charles vision contact lens specialists,446130,Optical Goods Stores
16867,2016,St. Raphael Counseling,st raphael counseling,St. Raphael Counseling,st raphael counseling,621330,Offices of Mental Health Practitioners (except Physicians)
18720,2022,St. Veg,st veg,Saintly Group Inc.,saintly group,722513,Limited-Service Restaurants
14159,2014,STACK Velocity Sports Performance,stack velocity sports performance,"STACK Sports Performance Training, LLC",stack sports performance training,713940,Fitness and Recreational Sports Centers
17095,2019,Stacked Pickle,stacked pickle,"Stacked Pickle Franchising, LLC",stacked pickle,722511,Full-Service Restaurants
13612,2010,STADIUM WRAP,stadium wrap,"Stadium Wrap America, LLC",stadium wrap america,518210,Data Processing
13613,1997,STAFF BUILDERS,staff builders,"Staff Builders International, Inc.",staff builders,561311,Employment Placement Agencies
13615,2020,Stagecoach,stagecoach,Stagecoach North America Ltd.,stagecoach,611710,Educational Support Services
13616,2005,STAGELINE PIZZA,stageline pizza,Stageline Pizza Co.,stageline pizza,722513,Limited-Service Restaurants
13617,2013,STAGGERING OX,staggering ox,"Staggering Ox Franchising, Inc.",staggering ox,722513,Limited-Service Restaurants
13618,2008,STAINED GLASS OVERLAY,stained glass overlay,SGO Franchising Corp.,sgo franchising,442291,Window Treatment Stores
16660,2017,Stair Fitter,stair fitter,"Stair Fitter Franchising, LLC",stair fitter,236220,Commercial and Institutional Building Construction
18355,2022,Stalk & Spade,stalk spade,Stalk & Spade Franchising LLC,stalk spade,722513,Limited-Service Restaurants
19276,2023,Stand Strong Fencing,stand strong fencing,HPB Fencing LLC,hpb fencing,238990,All Other Specialty Trade Contractors
18648,2022,Stand-Up Burgers,stand up burgers,"Stand-Up Burgers Franco, LLC",stand up burgers franco,722513,Limited-Service Restaurants
16838,2021,Stanfles Realty,stanfles realty,"Stanford Raffles Realty Franchise, Inc.",stanford raffles realty,531210,Offices of Real Estate Agents and Brokers
13621,2023,Stanley Steemer,stanley steemer,"Stanley Steemer International, Inc.",stanley steemer,561740,Carpet and Upholstery Cleaning Services
16414,2020,Star Hookah,star hookah,"Star Hookah, Inc.",star hookah,453991,Tobacco Stores
16614,2016,Star Nursing,star nursing,"Star Nursing Partners, LLC",star nursing partners,561311,Employment Placement Agencies
15127,2013,Star Wellness,star wellness,"Star Wellness Franchising, LLC",star wellness,446199,All Other Health and Personal Care Stores
18617,2023,Starbird,starbird,Starbird Franchising LLC,starbird,722513,Limited-Service Restaurants
16168,2023,StarCycle,starcycle,"StarCycle Franchise, LLC",starcycle,713940,Fitness and Recreational Sports Centers
18957,2022,Stardust Solar,stardust solar,"Stardust Solar Technologies USA, LLC",stardust solar technologies,221118,Other Electric Power Generation
16988,2019,Stars & Stripes Kids Activity Center,stars stripes kids activity center,"Stars & Stripes Kids Activity Center Franchising, LLC",stars stripes kids activity center,624410,Child Day Care Services
17385,2023,Starting Strength,starting strength,Strength Train LLC,strength train,713940,Fitness and Recreational Sports Centers
18856,2022,StarwoodHearing (No longer franchising),starwoodhearing,StarwoodHearing LLC,starwoodhearing,446199,All Other Health and Personal Care Stores
16968,2019,Starz Program,starz program,Starz Program Worldwide LLC,starz program worldwide,624410,Child Day Care Services
13625,2011,STATE STREET BARBERS,state street barbers,"State Street Barbers Franchising, LLC",state street barbers,812111,Barber Shops
16669,2016,The Station Burger Co.,station burger,"Station Burger Franchising, LLC",station burger,722513,Limited-Service Restaurants
19178,2023,Status Solutions Network,status solutions network,"Status Solutions Network, LLC",status solutions network,541890,Other Services Related to Advertising
16125,2019,Stay Express Hotel,stay express hotel,"Stay Express World Wide, LLP",stay express world wide,721110,Hotels (except Casino Hotels) and Motels
16702,2019,Stay Express Hotel and Suites,stay express hotel suites,"Stay Express World Wide, LLP",stay express world wide,721110,Hotels (except Casino Hotels) and Motels
16122,2019,Stay Express Inn,stay express inn,"Stay Express World Wide, LLP",stay express world wide,721110,Hotels (except Casino Hotels) and Motels
16123,2019,Stay Express Inn & Suites,stay express inn suites,"Stay Express World Wide, LLP",stay express world wide,721110,Hotels (except Casino Hotels) and Motels
16124,2019,Stay Express Suites,stay express suites,"Stay Express World Wide, LLP",stay express world wide,721110,Hotels (except Casino Hotels) and Motels
17944,2023,stayAPT Suites,stayapt suites,LG AS Franchisor LLC,lg as,721110,Hotels (except Casino Hotels) and Motels
13626,2023,Staybridge Suites,staybridge suites,"Holiday Hospitality Franchising, LLC",holiday hospitality,721110,Hotels (except Casino Hotels) and Motels
15088,2013,Staybull Insurance,staybull insurance,"Staybull, Inc.",staybull,524113,Direct Life Insurance Carriers
17418,2023,stayfull,stayfull,"Stayfull Services, LLC",stayfull services,447190,Other Gasoline Stations
15388,2013,Staylight Fitness,staylight fitness,"Staylight Fitness, LLC",staylight fitness,713940,Fitness and Recreational Sports Centers
16272,2015,Staymobile,staymobile,Staymobile Franchising LLC,staymobile,811212,Computer and Office Machine Repair and Maintenance
13627,2023,Steak and Ale,steak ale,"Bennigan's Franchising Company, LLC",bennigans franchising company,722511,Full-Service Restaurants
13628,2023,Steak Escape Sandwich Grill,steak escape sandwich grill,"Escape Enterprises, Ltd.",escape enterprises,722513,Limited-Service Restaurants
13629,2023,Steak n Shake By Biglari,steak n shake biglari,"Steak n Shake Enterprises, Inc.",steak n shake enterprises,722511,Full-Service Restaurants
13630,2009,STEAK-OUT,steak out,"Steak-Out Franchising, Inc.",steak out,722513,Limited-Service Restaurants
13631,2023,Steamatic,steamatic,"Steamatic, LLC",steamatic,561720,Janitorial Services
18612,2023,Steamoji,steamoji,"Steamoji America Services, Inc.",steamoji america services,611699,All Other Miscellaneous Schools and Instruction
15015,2015,StearClear,stearclear,StearClear USA Holdings LLC,stearclear usa holdings,812990,All Other Personal Services
18205,2023,Steel Coated Floors,steel coated floors,"Steel Coated Floors Franchising, LLC",steel coated floors,238330,Flooring Contractors
18914,2023,Steelbound Brewery & Distillery,steelbound brewery distillery,Steelbound Franchising LLC,steelbound,722410,Drinking Places (Alcoholic Beverages)
15959,2013,Stellar Senior Housing Experts,stellar senior housing experts,"Stellar Senior Housing Experts, LLC",stellar senior housing experts,446199,All Other Health and Personal Care Stores
17359,2023,STEM Builders Learning Center,stem builders learning center,"STEM Builders Learning Center, LLC",stem builders learning center,611691,Exam Preparation and Tutoring
16476,2019,STEM for Kids,stem for kids,SFK Franchising Inc.,sfk franchising,611691,Exam Preparation and Tutoring
15653,2014,Stemtech Kids,stemtech kids,"STEMTech Kids Franchise, Inc",stemtech kids,611710,Educational Support Services
16774,2023,Stemtree,stemtree,"Stemtree Franchising, LLC",stemtree,611691,Exam Preparation and Tutoring
15363,2013,Steph & Andy's Pizza Plus,steph andys pizza plus,"Steph & Andy's, LLC",steph andys,722511,Full-Service Restaurants
15301,2023,Steri-Clean,steri clean,"Steri-Clean, Inc.",steri clean,561720,Janitorial Services
13633,2023,Sterling Optical,sterling optical,"Emerging Vision, Inc.",emerging vision,446130,Optical Goods Stores
13634,1997,STEVE'S ICE CREAM,steves ice cream,Integrated Brands Inc.,integrated brands,722513,Limited-Service Restaurants
13635,2023,Steve's Pizza,steves pizza,Sheran De Putt Sher LLC,sheran de putt sher,722513,Limited-Service Restaurants
13636,2015,Stevi B's Pizza,stevi bs pizza,"ACG Pizza Partners, LLC",acg pizza partners,722513,Limited-Service Restaurants
13637,2001,STEWART'S ROOT BEER,stewarts root beer,Frosted Mug Holdings LLC,frosted mug holdings,722513,Limited-Service Restaurants
17481,2019,STG Brand Ambassador,stg brand ambassador,"STG Brand Ambassador Franchising, LLC",stg brand ambassador,541611,Administrative Management and General Management Consulting Services
16081,2017,Stickhouse,stickhouse,"Gelatoro Franchising, LLC",gelatoro,722515,Snack and Nonalcoholic Beverage Bars
18555,2023,Sticks Kebob Shop,sticks kebob shop,"Sticks Franchising, LLC",sticks,722513,Limited-Service Restaurants
18793,2023,Sticky Fingers Cooking,sticky fingers cooking,"SFC Team Franchise, LLC",sfc team,611519,Other Technical and Trade Schools
19108,2022,Sticky Icky Funnel Cakes,sticky icky funnel cakes,Sticky Icky Funnel Cakes Franchise LLC,sticky icky funnel cakes,722515,Snack and Nonalcoholic Beverage Bars
19163,2023,Sticky's Chicken Joint,stickys chicken joint,Sticky's Franchising LLC,stickys,722513,Limited-Service Restaurants
13638,2005,STONE MOUNTAIN CARPET MILL OUTLET,stone mountain carpet mill outlet,"Stone Mountain Carpet Mills, Inc.",stone mountain carpet mills,442210,Floor Covering Stores
13639,2010,STONE MOUNTAIN/GCO FLOORING OUTLET,stone mountain gco flooring outlet,"Stone Mountain Carpet Mills, Inc.",stone mountain carpet mills,561740,Carpet and Upholstery Cleaning Services
13649,2011,STONE OVEN,stone oven,"Topanga Franchise Company, Inc.",topanga,722511,Full-Service Restaurants
19200,2023,Stoner's Pizza Joint,stoners pizza joint,"Stoner's Pizza Joint Holdings, LLC",stoners pizza joint holdings,722513,Limited-Service Restaurants
18745,2023,Stoney's Sourdough Pizza Co,stoneys sourdough pizza,"SSPC Franchising, LLC",sspc,722513,Limited-Service Restaurants
16184,2023,Storage Authority,storage authority,"Storage Authority, LLC",storage authority,531130,Lessors of Miniwarehouses and Self-Storage Units
14730,2012,STORE-ANYTHING-FAST-EASY,store anything fast easy,"The SAFECO Franchising, LLC",safeco,493190,Other Warehousing and Storage
13646,2015,Stork Vision,stork vision,"Stork Vision Systems, Inc.",stork vision systems,446199,All Other Health and Personal Care Stores
14579,2022,Storm Guard,storm guard,"Storm Guard Franchise Systems, LLC",storm guard,236118,Residential Remodelers
13650,2002,STRAIGHT SHOT EXPRESS,straight shot express,"P & D, Ltd.",p d ltd,561499,All Other Business Support Services
16031,2016,StraightSource,straightsource,"StraightSource Franchising, LLC",straightsource,561499,All Other Business Support Services
13651,2004,STRATIS BUSINESS CENTERS,stratis business centers,"Stratis Business Centers, Inc.",stratis business centers,561499,All Other Business Support Services
13652,2023,Stratus Building Solutions,stratus building solutions,Beachtime Ventures Inc,stratus building solutions,561720,Janitorial Services
13653,2022,Straw Hat Pizza,straw hat pizza,"Straw Hat Restaurants, Inc.",straw hat restaurants,722513,Limited-Service Restaurants
17188,2020,Street Churros,street churros,"Streetchurros USA, Inc.",streetchurros,722515,Snack and Nonalcoholic Beverage Bars
13654,2023,Street Corner,street corner,"McColla Enterprises, Ltd.",mccolla enterprises,451212,News Dealers and Newsstands
14871,2012,Street Gamz,street gamz,SG Franchise Group,sg franchise group,713940,Fitness and Recreational Sports Centers
16228,2008,Streets of New York,streets,Streets of New York Franchise Corporation,streets,722511,Full-Service Restaurants
13656,2015,StrengthTime,strengthtime,"Strength Time, LLC",strength time,713940,Fitness and Recreational Sports Centers
17198,2023,Stretch Lab,stretch lab,"Stretch Lab Franchise SPV, LLC",stretch lab,713940,Fitness and Recreational Sports Centers
15868,2014,Stretch-n-Grow,stretch n grow,"Champion Child Fitness, LLC",champion child fitness,713940,Fitness and Recreational Sports Centers
17317,2018,Stretch Smart Infrared Therapy,stretch smart infrared therapy,"Stretch Smart International Franchise, LLC",stretch smart,812199,Other Personal Care Services
14727,2012,STRETCH U,stretch u,"Stretch U Franchising, LLC",stretch u,446199,All Other Health and Personal Care Stores
17021,2023,Stretch Zone,stretch zone,Stretch Zone Franchising LLC,stretch zone,812199,Other Personal Care Services
17948,2023,StretchMed,stretchmed,"Stretch Med Franchise, LLC",stretch med,812199,Other Personal Care Services
17977,2023,Strickland Brothers 10 Minute Oil Change,strickland brothers 10 minute oil change,"SB Oil Change Franchising, LLC",sb oil change,811191,Automotive Oil Change and Lubrication Shops
15494,2023,Stricklands,stricklands,Strickland's Marketing Corp.,stricklands marketing,722515,Snack and Nonalcoholic Beverage Bars
17586,2023,Stride,stride,"Stride Franchise SPV, LLC",stride,713940,Fitness and Recreational Sports Centers
15433,2013,Striking Beauties,striking beauties,"Striking Beauties, Inc.",striking beauties,713940,Fitness and Recreational Sports Centers
13659,2019,Strings Italian Cafe,strings italian cafe,Strings Franchises Incorporated,strings franchises incorporated,722511,Full-Service Restaurants
15538,2016,Strive! Personal Training Studios,strive personal training studios,Strive Fitness Franchise Corporation,strive fitness,713940,Fitness and Recreational Sports Centers
13660,1996,STROKES FRANCHISE,strokes,"Strokes' Franchising, Inc.",strokes,711320,Promoters of Performing Arts
16817,2023,STROLL,stroll,"N2 Franchising, Inc.",n2 franchising,511120,Periodical Publishers
17765,2019,Stroller Spa,stroller spa,Stroller Spa LLC,stroller spa,561720,Janitorial Services
13661,2012,Stroller Strides (now Fit4Mom),stroller strides,"Stroller Strides, LLC",stroller strides,713940,Fitness and Recreational Sports Centers
19306,2023,Strong Pilates,strong pilates,"Strong Pilates US, Inc.",strong pilates,713940,Fitness and Recreational Sports Centers
14947,2012,Structura Body Therapies,structura body therapies,Structura Franchise LLC,structura,446199,All Other Health and Personal Care Stores
16782,2023,Structural Elements,structural elements,"Structural Elements Franchising, LLC",structural elements,621399,Offices of All Other Miscellaneous Health Practitioners
13662,2007,STUCKEY'S EXPRESS,stuckeys express,Stuckey's Corporation,stuckeys,722515,Snack and Nonalcoholic Beverage Bars
13663,1984,STUDEBAKER'S,studebakers,"Studebaker's Of America, Inc.",studebakers america,722410,Drinking Places (Alcoholic Beverages)
18387,2022,Studio 30 The Kettlebell Fit Club,studio 30 kettlebell fit club,"Studio 30 Franchising, LLC",studio 30,713940,Fitness and Recreational Sports Centers
13664,2023,Studio 6,studio 6,G6 Hospitality Franchising LLC,g6 hospitality,721110,Hotels (except Casino Hotels) and Motels
15561,2020,Studio Barre,studio barre,Studio Barre Franchising LLC,studio barre,713940,Fitness and Recreational Sports Centers
15315,2014,Studio Grow,studio grow,"Educational Play Associates, LLC",educational play associates,713940,Fitness and Recreational Sports Centers
